"sample_id","stratum","stratum_rank","selection_hash","oracle_id","printing_id","collector_number","set","set_name","rarity","name","mana_cost","type_line","oracle_text","layout","power","toughness","colors","standard_legality","classification","implementation_family","recommended_tier","primary_gap","secondary_gaps","rationale","code_evidence","authority_url"
"108","MSH-uncommon","8","11dd4d7a864c82271d5b96b36ac65fe8690b44fb4381dcf5affb43455d872e3d","57da765f-7d87-42ac-9eb0-a49c296fbbf8","57da765f-7d87-42ac-9eb0-a49c296fbbf8","42","MSH","Marvel Super Heroes","uncommon","White Widow, Free Agent","3W","Legendary Creature — Human Hero Villain","When White Widow enters, choose one —
• Put a +1/+1 counter on each of up to two target creatures.
• Return target artifact or enchantment card from your graveyard to your hand.","normal","2","3","W","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"109","MSH-uncommon","9","16581ae4489a61ac6ddd5074836301b0b04a072320041cb84dff1c849b0951bd","53b795a7-11f8-423a-b021-f811007fc82f","53b795a7-11f8-423a-b021-f811007fc82f","143","MSH","Marvel Super Heroes","uncommon","Loki Laufeyson","1R","Legendary Creature — God Sorcerer Villain","{1}, {T}: When you next cast an instant or sorcery spell with mana value less than or equal to Loki's power this turn, copy that spell. You may choose new targets for the copy.
Power-up — {4}{R}: Put two +1/+1 counters on Loki. (Activate each power-up ability only once. Reduce the cost by his mana cost if he entered this turn.)","normal","2","1","R","legal","partial_now","ron_after_omission","Engine","power_up","copy_next_spell","The Power-up counter ability is usable at its printed full cost; its reduction and the delayed copy-next-spell ability are absent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"110","MSH-uncommon","10","16c589c4a21bafc11b237433d1ca7602a4e9d7615a0c82ea92c69c330c5851cb","65005522-555e-4479-939c-be16e0262f6f","65005522-555e-4479-939c-be16e0262f6f","75","MSH","Marvel Super Heroes","uncommon","Shuri, Wakandan Inventor","1U","Legendary Creature — Human Artificer Hero","Artifact spells you cast cost {1} less to cast.
{1}, {T}: Target artifact you control becomes a copy of a second target artifact you control until end of turn, except it isn't legendary. Activate only as a sorcery.","normal","2","1","U","legal","partial_now","ron_after_omission","Engine","artifact_copy","","The artifact spell reduction is composable; temporarily copying one selected artifact from another is not.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"111","MSH-uncommon","11","17805afe53e3a67330938262f62377bcbafae3119593821f532c0fc9e8613661","355e7197-2f20-43b6-9305-73c4e1fd4a3c","355e7197-2f20-43b6-9305-73c4e1fd4a3c","59","MSH","Marvel Super Heroes","uncommon","Iron Lad, Diverging Destiny","2U","Legendary Artifact Creature — Human Hero","Flying, vigilance
You may look at the top card of your library any time.
{T}: Reveal the top card of your library. If it's an artifact card, draw a card.","normal","2","2","U","legal","blocked","shared_capability_required","Engine","top_library_visibility","","Persistent private top-card visibility and the reveal/type-check draw ability require an engine-authored visibility contract.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"112","MSH-uncommon","12","188ef97d947bb29304e40a45f2348ead70980d9401a1b4b30bd53b4fcf7babd2","85cc170a-ecd2-4870-b675-7ece88813995","85cc170a-ecd2-4870-b675-7ece88813995","256","MSH","Marvel Super Heroes","uncommon","Viv Vision, Teen Synthezoid","3","Legendary Artifact Creature — Robot Hero","Flying
Cybernetic Senses — Whenever Viv Vision attacks, draw a card if her power is 4 or greater.
Power-up — {7}: Put two +1/+1 counters on Viv Vision. (Activate each power-up ability only once. Reduce the cost by her mana cost if she entered this turn.)","normal","2","2","","legal","partial_now","ron_after_omission","Engine","power_up","","The attack condition is composable; entered-this-turn mana-value cost reduction for Power-up is absent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"113","MSH-uncommon","13","191e6c54504958aee91be084cd2154c48c289a162420f99ad424b8e31af05271","73c11aea-4fa4-438d-b886-2fafa60c82f9","73c11aea-4fa4-438d-b886-2fafa60c82f9","191","MSH","Marvel Super Heroes","uncommon","Tigra, Feline Fury","1G","Legendary Creature — Cat Human Hero","Flash
Trample
Whenever you gain life, put a +1/+1 counter on Tigra.","normal","2","1","G","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"114","MSH-uncommon","14","19d1224ddf99fd61b8b2d20eb87e3b1aaa041f94180252d93182a400600999a0","5d27ddec-716d-47e5-ac48-365e91b88ff1","5d27ddec-716d-47e5-ac48-365e91b88ff1","83","MSH","Marvel Super Heroes","uncommon","Wiccan, Rising Magician","4U","Legendary Creature — Mutant Warlock Hero","Flying
Whenever you cast a noncreature spell, exile another target nonland, nontoken permanent. Return that card to the battlefield under its owner's control at the beginning of the next end step.","normal","4","4","U","legal","blocked","shared_capability_required","Engine","blink","","The cast-trigger exile-and-next-end-step return must preserve exact physical identity; flying alone is insufficient.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"115","MSH-uncommon","15","1b2c84629a295b7c031ac474ae712f9d2c9c3373a14991fcf2872a3247a78fee","6572aafe-18ed-4182-92e9-25f003f5fe3d","6572aafe-18ed-4182-92e9-25f003f5fe3d","116","MSH","Marvel Super Heroes","uncommon","Swordsman, Sharp Scoundrel","1B","Legendary Creature — Human Hero Villain","Whenever another Villain you control enters, attach up to one target Equipment you control to target creature you control.
Whenever an equipped creature you control attacks, it connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on that creature.)","normal","2","2","B","legal","blocked","shared_capability_required","Engine","attachment_action","filtered_combat_damage_observer","Attaching a chosen Equipment to a chosen creature and observing attacks by equipped creatures are both absent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"116","MSH-uncommon","16","1db438bf2796e2d31c8f3c8a7e53a8a1ed80000bd66c2d5df3dd78521c5d43a3","3199907b-9f24-4554-942a-8ab5a7701717","3199907b-9f24-4554-942a-8ab5a7701717","26","MSH","Marvel Super Heroes","uncommon","Night Nurse, Healer of Heroes","1W","Legendary Creature — Human Doctor Hero","Flash
Lifelink
When Night Nurse enters, choose target permanent card in your graveyard that was put there from anywhere this turn. Return it to your hand.","normal","2","1","W","legal","blocked","shared_capability_required","Engine","graveyard_entry_turn_target","","Target legality needs exact cards that entered the graveyard this turn from any zone; keywords alone are insufficient.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"117","MSH-uncommon","17","217a49a544f8d629220da83708d6a69bbeb5549afd8efcc8947b5c17b62e84c2","b48278fd-1d95-4ad6-9a51-f1c5a2ab9f4b","b48278fd-1d95-4ad6-9a51-f1c5a2ab9f4b","139","MSH","Marvel Super Heroes","uncommon","Jessica Jones, Private Eye","2R","Legendary Creature — Human Detective Hero","{T}, Put a stun counter on Jessica Jones: Exile the top X cards of your library, where X is Jessica Jones's power. You may play those cards this turn. (If a permanent with a stun counter would become untapped, remove one from it instead.)","normal","2","3","R","legal","blocked","shared_capability_required","Engine","self_stun_cost","","Putting a stun counter on the source as an activation cost is absent, so the X-sized play-permission effect cannot be paid faithfully.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"118","MSH-uncommon","18","235a71ecea47dfcf7a22f8fe67642445d3eaa719a04d76f1dae551fc922f20c7","d8f91212-2ff5-4024-8f14-86bb5c4a9754","d8f91212-2ff5-4024-8f14-86bb5c4a9754","123","MSH","Marvel Super Heroes","uncommon","Yellowjacket, Heartless Marauder","1B","Legendary Creature — Human Rogue Villain","Flying
Whenever another Villain you control enters, Yellowjacket gets +1/+0 and gains lifelink until end of turn.","normal","1","2","B","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"119","MSH-uncommon","19","24c52948660ae31e1347a30e08f96718f985336878d8d08393d15d339efd77aa","a33a4cb4-1b57-47ca-8e5e-58ff46a6e0ce","a33a4cb4-1b57-47ca-8e5e-58ff46a6e0ce","180","MSH","Marvel Super Heroes","uncommon","Punishing Punch","2G","Instant","This spell costs {2} less to cast if there are two or more creature cards in your graveyard.
Target creature you control deals damage equal to twice its power to target creature an opponent controls.","normal","","","G","legal","blocked","shared_capability_required","Engine","source_power_multiplier","","The cost reduction is composable, but the bite effect supports source power only once, not twice.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"120","MSH-uncommon","20","27ce92f0d011cd0c7a32ec8489ab027b9920cb75593fb1dbc040d48c6859a09d","8dc209ed-0d4c-4d0c-90e8-04cadc3d4c3d","8dc209ed-0d4c-4d0c-90e8-04cadc3d4c3d","52","MSH","Marvel Super Heroes","uncommon","Falcon, Winged Wonder","4U","Legendary Creature — Human Hero","Flying
Avian Telepathy — When Falcon enters, create Redwing, a legendary 1/1 blue Bird Scout creature token with flying and ""Whenever Redwing attacks, surveil 1."" (Look at the top card of your library. You may put it into your graveyard.)","normal","3","4","U","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/marvel-super-heroes-release-notes"
"121","HOB-common","1","03837460e7580282def34dcae1e3d1cd1f169d31157c3b68fce0b0e2d4a79d0e","07bfc803-e11b-47ab-9f25-0ace7e174200","07bfc803-e11b-47ab-9f25-0ace7e174200","67","HOB","The Hobbit","common","Front Porch Sentries","1B","Creature — Goblin Soldier","When this creature dies, target creature an opponent controls gets -1/-1 until end of turn.","normal","2","2","B","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"122","HOB-common","2","05bffc5d9b2d7f9b449c31530ac8cdcdc68db0057a304db99ffa2079a02e0e6f","1ccbf823-846f-4f09-9c67-1deebb5d1d92","1ccbf823-846f-4f09-9c67-1deebb5d1d92","140","HOB","The Hobbit","common","Wargling","1G","Creature — Wolf","Ferocious — Whenever this creature attacks while you control a creature with power 4 or greater, until end of turn, this creature gets +1/+0 and creatures you control gain trample.","normal","2","2","G","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"123","HOB-common","3","060bd7f3f70142fc1928c91c03bd398d0769c4e101c6f6c5b9d65f2d9c8bb43e","81263d5d-e402-4813-9458-161112da27ab","81263d5d-e402-4813-9458-161112da27ab","116","HOB","The Hobbit","common","Attercop","1G","Creature — Spider","Reach, deathtouch
Landfall — Whenever a land you control enters, this creature gets +1/+1 until end of turn.","normal","2","1","G","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"124","HOB-common","4","093721add64e22b67f5d3b54f7290359f0b766233ede3c8928183a31dd801278","d2f60ad0-c887-4585-85f8-afcf72fb80d0","d2f60ad0-c887-4585-85f8-afcf72fb80d0","94","HOB","The Hobbit","common","Dori, Bearer of Friends","2R","Legendary Creature — Dwarf Warrior","Trample
When Dori enters, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")","normal","3","2","R","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"125","HOB-common","5","0bfe08714a9b6c10673dd55eb0df90d7f04597bd2756b6e67f99676ce24da98f","419ca9e5-8413-4378-a4ef-eda5a1024218","419ca9e5-8413-4378-a4ef-eda5a1024218","109","HOB","The Hobbit","common","Smaug, the Great Calamity // Spew Flame","5RR // 4R","Legendary Creature — Dragon // Sorcery — Adventure","Flying

---

Spew Flame deals 5 damage to target creature. (Then exile this card. You may cast the creature later from exile.)","adventure","5","5","R","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"126","HOB-common","6","0ca7e10d4ebabd3dc3f7d1fcd1795490648b3d80e820cea355235afe6f93530f","fd145e3a-c889-4390-accb-863dbcc845ce","fd145e3a-c889-4390-accb-863dbcc845ce","84","HOB","The Hobbit","common","Stir Up Trouble","B","Sorcery","As an additional cost to cast this spell, sacrifice an artifact or creature or pay {4}.
Destroy target creature.","normal","","","B","legal","partial_now","ron_after_omission","Engine","optional_object_cast_cost","","Destroying the target is composable; the mandatory sacrifice-or-pay-four cost choice is not.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"127","HOB-common","7","0f2ce5c40cc08e921333138c5933d493ddd37fcda77c0945c261d2f806fb8479","9984b9ef-e81c-48f4-aa33-0504171a2d3c","9984b9ef-e81c-48f4-aa33-0504171a2d3c","106","HOB","The Hobbit","common","Óin the Brave","1R","Legendary Creature — Dwarf Warrior","Storied (If you control three or more artifacts, legendaries, and/or Sagas, you have an enduring story for the rest of the game.)
As long as you have an enduring story, Óin gets +1/+0 and has haste.
{1}, {T}, Discard a card: Draw a card.","normal","1","3","R","legal","partial_now","ron_after_omission","Engine","storied","","The rummage ability is composable; the enduring-story designation and its conditional bonus are absent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"128","HOB-common","8","19536e41aff575c314da0358adf3b8cec71357b3ad9ea6d4ffec13d5777ab6ff","38c16a0a-375e-48cb-9720-dbbc08c603ae","38c16a0a-375e-48cb-9720-dbbc08c603ae","115","HOB","The Hobbit","common","Tidings of War","R","Sorcery","Amass Goblins 1. If this spell was cast from a graveyard, amass Goblins 3 instead. (To amass Goblins X, put X +1/+1 counters on an Army you control. It's also a Goblin. If you don't control an Army, create a 0/0 black Goblin Army creature token first.)
Flashback {3}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)","normal","","","R","legal","blocked","shared_capability_required","Engine","amass","","Flashback is available, but the only resolving action is Amass Goblins.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"129","HOB-common","9","1b42e5fac7ff78893ba75814065fd3d39127e28fc1cd99b096cf6ae929061593","9c50656d-c74a-4e90-9ef7-afa237682516","9c50656d-c74a-4e90-9ef7-afa237682516","38","HOB","The Hobbit","common","Elvenking's Harper","1U","Creature — Elf Bard","{4}{U}: Target creature can't be blocked this turn.","normal","2","2","U","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"130","HOB-common","10","1be9e00856b77708e23f73b6c70096404b629ab993197a3db16eff50ad184767","8d4f3eb5-fedf-45d6-8bd8-aacbe0ce33b2","8d4f3eb5-fedf-45d6-8bd8-aacbe0ce33b2","31","HOB","The Hobbit","common","Vow to Erebor","1W","Instant","Untap target creature you control. It gets +2/+2 until end of turn. If it's a Dwarf, you may attach an Equipment you control to it.","normal","","","W","legal","partial_now","ron_after_omission","Engine","attachment_action","","Untap and pump are composable; selecting and attaching an Equipment you control is not.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"131","HOB-common","11","1d0e0912b7aea5350f9b1e9d9ebce38a293b27bf23af2a4609e6fe8df60129b1","704b45e4-566e-40f6-a33a-9151018b44e5","704b45e4-566e-40f6-a33a-9151018b44e5","160","HOB","The Hobbit","common","Mirkwood Nurturer","2{G/U}","Creature — Elf Ranger","When this creature enters, return up to one other target permanent you control to its owner's hand. If you do, put a +1/+1 counter on this creature.","normal","3","2","UG","legal","partial_now","ron_after_omission","Engine","conditional_target_result","","The optional bounce is composable; the source counter must occur only if the selected permanent actually moved.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"132","HOB-common","12","2052e646523fb68f1308eb43c9e3b00d11a2fd1c2cd6e345ce9bc9a4256fd919","6a109b3e-9f5b-4625-abb7-6b992c10530b","6a109b3e-9f5b-4625-abb7-6b992c10530b","34","HOB","The Hobbit","common","Bilbo Baggins, Burglar // Take a Glance","2U // U","Legendary Creature — Halfling Rogue // Sorcery — Adventure","When Bilbo Baggins enters, draw a card.

---

Scry 2. (Then exile this card. You may cast the creature later from exile.)","adventure","2","1","U","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"133","HOB-common","13","236eee34cd6b24f78971e87f60093c9ac18088e227aaf55b608d48bec5390964","ccff7382-8609-494c-aeee-cd1436456dd0","ccff7382-8609-494c-aeee-cd1436456dd0","100","HOB","The Hobbit","common","Goblin-town Flunkies","1R","Creature — Goblin Soldier","Haste
When this creature enters, amass Goblins 1. (Put a +1/+1 counter on an Army you control. It's also a Goblin. If you don't control an Army, create a 0/0 black Goblin Army creature token first.)","normal","1","1","R","legal","blocked","shared_capability_required","Engine","amass","","The ETB Amass Goblins action is the substantive behavior.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"134","HOB-common","14","23fb8c85d1bc76d013f43c57dbf1788f253ce5d3a6ed5c8d52dd7d0fb77673a0","573f67b0-6ce8-4857-a703-4a5728640736","573f67b0-6ce8-4857-a703-4a5728640736","13","HOB","The Hobbit","common","Esgaroth Garrison","4W","Creature — Human Soldier","Esgaroth Garrison's power is equal to the number of creatures you control.
When this creature enters, recruit. (Draw a card, then discard a card. If you discarded a nonland card, create a 1/1 white Human Soldier creature token.)","normal","*","5","W","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"135","HOB-common","15","2465ef5d24a1b7710e6365ef0f22015972ccf28c1a1e877c235d7f0cd191c44e","afb73190-b9bd-4744-a011-a37cd9c0148d","afb73190-b9bd-4744-a011-a37cd9c0148d","51","HOB","The Hobbit","common","Plunder the Trollshaws","1U","Instant","Draw a card. If this spell was cast from a graveyard, draw two cards instead.
Flashback {3}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)","normal","","","U","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"136","HOB-common","16","263c9b90dee4acec5fe38af2ff2e1c1f00453ecd728b1848cdbf07c7d381547d","bc4a60b8-a5bb-4dbf-8d48-95caf757eac3","bc4a60b8-a5bb-4dbf-8d48-95caf757eac3","101","HOB","The Hobbit","common","Gundabad Opportunist","3R","Creature — Goblin Rogue","When this creature enters, exile the top card of your library. Until the end of your next turn, you may play that card.","normal","4","2","R","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"137","HOB-common","17","28a391cef8a88fa2b30614697d5c110b8ef7b1030723a1c2944ac9b038148472","0a6a6ff0-b1cd-4b06-bd31-612690094e0e","0a6a6ff0-b1cd-4b06-bd31-612690094e0e","21","HOB","The Hobbit","common","Moment of Glory","W","Sorcery","Put a +1/+1 counter on target creature you control. If this spell was cast from a graveyard, also put a +1/+1 counter on each other creature you control.
Flashback {4}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)","normal","","","W","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"138","HOB-common","18","2993afa0cc5974a88f5bcad29f7d2dc94d414f06dcdd594361a1572b381e76fe","089e8e4b-c367-4d86-a69a-951f7d779aaf","089e8e4b-c367-4d86-a69a-951f7d779aaf","209","HOB","The Hobbit","common","Thorin's Last Stand","2WW","Instant","Choose one —
• Creatures you control get +2/+1 until end of turn.
• Destroy target artifact or enchantment. You gain 2 life.","normal","","","W","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"139","HOB-common","19","322ff4a72813a251cd2fded2a17ae8245667f1850d212a340960ccff79b3a789","2476e42b-b209-4207-8ed9-cb668f89b218","2476e42b-b209-4207-8ed9-cb668f89b218","142","HOB","The Hobbit","common","Wood Elves","2G","Creature — Elf Scout","When this creature enters, search your library for a Forest card, put that card onto the battlefield, then shuffle.","normal","1","1","G","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"140","HOB-common","20","326a22323f11418dc21b59f550ecc111b1e82408dc0442dd94e5d0340c13cb5f","d76df9d0-56cf-4351-a5e8-e6ae6fc791d1","d76df9d0-56cf-4351-a5e8-e6ae6fc791d1","183","HOB","The Hobbit","common","Goblin-town","","Land","This land enters tapped.
{T}: Add {B} or {R}.
{2}{B}{R}, {T}, Sacrifice this land: Put two +1/+1 counters on target Goblin or Orc you control. Activate only as a sorcery.","normal","","","","legal","full_now","composable_ron","Data","","","All sampled rules text is expressible through current card data and shared primitives; no new Rust or wire contract is required.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"141","HOB-uncommon","1","070fc59f259b39f0bd52e9a3df37ba62b8ee49dcc0e70fc9394e5c0abb06b6e6","ee88cc80-8fbf-451c-b2b8-09158426c26a","ee88cc80-8fbf-451c-b2b8-09158426c26a","147","HOB","The Hobbit","uncommon","Bifur, Melodic Rider","4{R/W}{R/W}","Legendary Creature — Dwarf Bard","Storied (If you control three or more artifacts, legendaries, and/or Sagas, you have an enduring story for the rest of the game.)
Whenever Bifur enters or attacks, put a +1/+1 counter on target creature.
As long as you have an enduring story, if a triggered ability of a Dwarf you control triggers, that ability triggers an additional time.","normal","4","5","WR","legal","partial_now","ron_after_omission","Engine","storied","trigger_additional_time","The enters-or-attacks counter trigger is composable; enduring story and doubling Dwarf triggers are absent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"142","HOB-uncommon","2","09ffa7be7ba8dbb0bf01d5fb8ad75d4da80f288a580f940c655ade437f937155","68f4893d-e9a5-4f89-ade3-9ab78a834ad5","68f4893d-e9a5-4f89-ade3-9ab78a834ad5","22","HOB","The Hobbit","uncommon","The Mountain-king's Return","2W","Enchantment — Saga","(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Recruit. (Draw a card, then discard a card. If you discarded a nonland card, create a 1/1 white Human Soldier creature token.)
II — Return target creature card with mana value 3 or less from your graveyard to the battlefield.
III — Put a +1/+1 counter on up to one target creature.","saga","","","W","legal","blocked","shared_capability_required","Engine","saga","","Saga chapter progression, chapter triggering, and final sacrifice are absent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
"143","HOB-uncommon","3","10c60ce1cd1e6fb547c4fbd2bbe5f9b09f6f9e5032cdeae0e2125a1fbc2cc766","63c317e7-432c-4817-8db4-3670a1d84be3","63c317e7-432c-4817-8db4-3670a1d84be3","88","HOB","The Hobbit","uncommon","Bombur, Gentle Dreamer","2R","Legendary Creature — Dwarf Bard","Storied (If you control three or more artifacts, legendaries, and/or Sagas, you have an enduring story for the rest of the game.)
Bombur doesn't untap during your untap step unless you have an enduring story.","normal","5","3","R","legal","blocked","shared_capability_required","Engine","storied","conditional_untap_story","The enduring-story designation and its conditional untap restriction are the substantive behavior.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives;tricerules/tricerules-core/src/engine","https://magic.wizards.com/en/news/feature/the-hobbit-release-notes"
