"sample_id","stratum","stratum_rank","selection_hash","oracle_id","scryfall_id","name","mana_cost","type_line","oracle_text","keywords","layout","power","toughness","faces_json","classification","implementation_family","recommended_tier","primary_gap","secondary_gaps","rationale","code_evidence","scryfall_uri","rulings_uri"
"274","OTJ-uncommon","4","0c814d836b5c48493da2f4469e1446125d04f2e12f52180c833d932eade5c21b","51a6819d-c8fb-4f52-ab0c-4ae845728ed2","8eb98381-8418-4dfd-b7d1-4353570e611b","Redrock Sentinel","{3}","Artifact Creature — Golem","Defender
{2}, {T}, Sacrifice a land: Draw a card and create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")","Treasure; Defender","normal","2","4","[]","full_now","composable_ron","Data","","","Defender and paid tap/land-sacrifice draw plus Treasure activation.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/otj/247/redrock-sentinel?utm_source=api","https://api.scryfall.com/cards/8eb98381-8418-4dfd-b7d1-4353570e611b/rulings"
"275","OTJ-uncommon","5","101363714efcc338cc40b6e1873eacfc1b2fec875338409d411124ba2fa73fb8","1d764f70-985e-4cf0-9482-f30f73b9baf1","958a3e6b-7e20-40ea-8b2c-7c728934b5e5","Kraum, Violent Cacophony","{2}{U}{R}","Legendary Creature — Zombie Horror","Flying
Whenever you cast your second spell each turn, put a +1/+1 counter on Kraum and draw a card.","Flying","normal","2","3","[]","full_now","composable_ron","Data","","","Flying and second-cast trigger with source counter/draw.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/otj/214/kraum-violent-cacophony?utm_source=api","https://api.scryfall.com/cards/958a3e6b-7e20-40ea-8b2c-7c728934b5e5/rulings"
"276","OTJ-uncommon","6","103ab45ff0575c2b97e12bb2597d6d26141f8d0ddace88e75e05e267bd168f0b","91e49e8e-575f-43c8-9263-a8568697e7f4","252def94-2d89-48f7-8ff7-9c8682ca3ec6","Rictus Robber","{3}{B}","Creature — Zombie Rogue","When this creature enters, if a creature died this turn, create a 2/2 blue and black Zombie Rogue creature token.
Plot {2}{B} (You may pay {2}{B} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)","Plot","normal","4","3","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","plot","","Creature-death turn condition and ETB token work; Plot missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/otj/102/rictus-robber?utm_source=api","https://api.scryfall.com/cards/252def94-2d89-48f7-8ff7-9c8682ca3ec6/rulings"
"277","OTJ-uncommon","7","11821aecdbe5ae6bb0f5994c86bc938fd33e53c25e3bbde19bc33e73df1e4f34","d262f3e1-b5bc-4dab-86c2-cd89c2419e54","3a2fd0c4-509e-49c2-ad57-f772efcbc207","Caught in the Crossfire","{R}{R}","Instant","Spree (Choose one or more additional costs.)
+ {1} — Caught in the Crossfire deals 2 damage to each outlaw creature. (Assassins, Mercenaries, Pirates, Rogues, and Warlocks are outlaws.)
+ {1} — Caught in the Crossfire deals 2 damage to each non-outlaw creature.","Spree","normal","","","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","spree","mass_filter","Spree and disjoint outlaw/non-outlaw mass damage scopes missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/otj/117/caught-in-the-crossfire?utm_source=api","https://api.scryfall.com/cards/3a2fd0c4-509e-49c2-ad57-f772efcbc207/rulings"
"278","OTJ-uncommon","8","119fdf33b0521a1a668946c403814d791b658a993bc5173f36738b62f3c9f232","45687a24-e8cb-4864-8721-410eb8320aab","15845be1-919d-4450-9de6-3552c52e8623","Gold Rush","{1}{G}","Instant","Create a Treasure token. Until end of turn, up to one target creature gets +2/+2 for each Treasure you control.","Treasure","normal","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","quantity","","Treasure creation works; Treasure-count targeted pump missing.","tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-core/src/engine/history.rs","https://scryfall.com/card/otj/166/gold-rush?utm_source=api","https://api.scryfall.com/cards/15845be1-919d-4450-9de6-3552c52e8623/rulings"
"279","OTJ-uncommon","9","12030670fd7bff4c661ceea42841d5fc23e48f65db724539b782459d39eb0637","59e8747a-3e3f-48d2-aaee-af94ecee378b","e6cfe383-e483-47e7-99d1-991a06b089bc","Shackle Slinger","{2}{U}","Creature — Human Soldier","Whenever you cast your second spell each turn, choose target creature an opponent controls. If it's tapped, put a stun counter on it. Otherwise, tap it. (If a permanent with a stun counter would become untapped, remove one from it instead.)","","normal","3","2","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","result_continuation","","Second-cast event exists; shared target's tapped-state conditional effect missing.","tricerules/tricerules-cards/src/primitives/effects.rs","https://scryfall.com/card/otj/65/shackle-slinger?utm_source=api","https://api.scryfall.com/cards/e6cfe383-e483-47e7-99d1-991a06b089bc/rulings"
"280","OTJ-uncommon","10","1352df8cc23992069dfcf024b9e5d4a7231fbf39a1d9eb9e1c6272d5e53fb08d","ddf34404-39dd-4dcf-a706-ec78d47167e9","70f64358-58db-40ab-90e8-6137c3bd0a29","Rakish Crew","{2}{B}","Enchantment","When this enchantment enters, create a 1/1 red Mercenary creature token with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""
Whenever an outlaw you control dies, each opponent loses 1 life and you gain 1 life. (Assassins, Mercenaries, Pirates, Rogues, and Warlocks are outlaws.)","","normal","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","zone_observer","","Mercenary ETB works; disjunctive outlaw death filter missing.","tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-core/src/engine/mod.rs;tricerules/tricerules-core/src/engine/triggers.rs","https://scryfall.com/card/otj/99/rakish-crew?utm_source=api","https://api.scryfall.com/cards/70f64358-58db-40ab-90e8-6137c3bd0a29/rulings"
"281","OTJ-uncommon","11","14fa6190d43a99a32fc292c2ff4be8a3f758c744017dac25cf2d3140841a233f","07acb7e5-7aae-4d89-aabf-cbd329b3480b","f87824f3-aa9f-4d3d-99f7-0fbca43d8a51","Prosperity Tycoon","{3}{W}","Creature — Human Noble","When this creature enters, create a 1/1 red Mercenary creature token with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""
{2}, Sacrifice a token: This creature gains indestructible until end of turn. Tap it. (Damage and effects that say ""destroy"" don't destroy it.)","","normal","4","2","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","target_predicate","","Mercenary ETB works; token sacrifice cost predicate missing.","tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs;tricerules/tricerules-core/src/engine/legal_actions.rs;tricerules/tricerules-core/src/engine/targeting.rs","https://scryfall.com/card/otj/25/prosperity-tycoon?utm_source=api","https://api.scryfall.com/cards/f87824f3-aa9f-4d3d-99f7-0fbca43d8a51/rulings"
"282","OTJ-uncommon","12","17988a58b6c01112bd470875bb5b38cfaf8e556b7d1d8a1cc29927f280a469cf","a66d8dc6-ced4-4b24-b0c2-3557b2a851be","3afce4e6-ac59-4fba-b63a-8fed96bbdc4a","Vial Smasher, Gleeful Grenadier","{B}{R}","Legendary Creature — Goblin Mercenary","Whenever another outlaw you control enters, Vial Smasher deals 1 damage to target opponent. (Assassins, Mercenaries, Pirates, Rogues, and Warlocks are outlaws.)","","normal","3","2","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","zone_observer","","ETB creature filter cannot OR five outlaw subtypes without duplicate multi-type triggers.","tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-core/src/engine/mod.rs;tricerules/tricerules-core/src/engine/triggers.rs","https://scryfall.com/card/otj/235/vial-smasher-gleeful-grenadier?utm_source=api","https://api.scryfall.com/cards/3afce4e6-ac59-4fba-b63a-8fed96bbdc4a/rulings"
"283","OTJ-uncommon","13","193f1e54a5d84c9b8b6a8d2cb4ca26d9ec6daa2b4bc94df3318e25aa83094e3b","0c38f159-367b-4e4b-94cd-bf1b0721c3a8","62e12566-375f-4f31-aa91-1b13a96d9ece","Magebane Lizard","{1}{R}","Creature — Lizard","Whenever a player casts a noncreature spell, this creature deals damage to that player equal to the number of noncreature spells they've cast this turn.","","normal","1","4","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","spell_history","quantity","Noncreature cast event exists; filtered per-caster count and damage Amount missing.","tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-core/src/engine/casting.rs;tricerules/tricerules-core/src/engine/history.rs","https://scryfall.com/card/otj/134/magebane-lizard?utm_source=api","https://api.scryfall.com/cards/62e12566-375f-4f31-aa91-1b13a96d9ece/rulings"
"284","OTJ-uncommon","14","1b6d48329e8db3769bcfa6ddb5178a19698222b26ca546b8c26a5502735a9700","534e74f6-52f4-4824-9178-cce5e4bcbcc2","8dc3cbfe-410f-40e3-8021-647a2efb50bf","Raucous Entertainer","{1}{G}","Creature — Plant Bard","{1}, {T}: Put a +1/+1 counter on each creature you control that entered this turn.","","normal","2","2","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","object_condition","counter_cohort","Needs entry-generation-specific untargeted counter cohort.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/otj/177/raucous-entertainer?utm_source=api","https://api.scryfall.com/cards/8dc3cbfe-410f-40e3-8021-647a2efb50bf/rulings"
"285","OTJ-uncommon","15","1ceba1b05581974ec43720cdd3e030baec34937e9a1c2bf719f99662c31ba157","41246140-4b44-40c4-b92b-501e49c50bf7","0557b0a3-2b48-408f-a508-9f4da2ab1cd1","Make Your Own Luck","{3}{G}{U}","Sorcery","Look at the top three cards of your library. You may exile a nonland card from among them. If you do, it becomes plotted. Put the rest into your hand. (You may cast it as a sorcery on a later turn without paying its mana cost.)","Plot","normal","","","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","plot","library_algorithm","Library cohort choice with Plot permission and rest-to-hand missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/otj/218/make-your-own-luck?utm_source=api","https://api.scryfall.com/cards/0557b0a3-2b48-408f-a508-9f4da2ab1cd1/rulings"
"286","OTJ-uncommon","16","22dc21848585b317be08d01f0938c7eab9a6d7197d46791da70f60aa2365e396","9f4d0133-0ecc-4498-8a47-4906321faae2","623053a8-7abe-45ec-9f26-97e1c037120b","Emergent Haunting","{1}{U}","Enchantment","At the beginning of your end step, if you haven't cast a spell from your hand this turn and this enchantment isn't a creature, it becomes a 3/3 Spirit creature with flying in addition to its other types.
{2}{U}: Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)","Surveil","normal","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","spell_history","animation;object_condition","Surveil activation works; cast-from-hand history, noncreature check and indefinite animation missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs;tricerules/tricerules-core/src/engine/casting.rs;tricerules/tricerules-core/src/engine/history.rs","https://scryfall.com/card/otj/46/emergent-haunting?utm_source=api","https://api.scryfall.com/cards/623053a8-7abe-45ec-9f26-97e1c037120b/rulings"
"287","OTJ-uncommon","17","29031bdff1cecdf95ff45e675398b8598f1cbba92aa7a43f8389000bc917cc3d","86dc3a41-4fb9-4b1f-8279-2b5edbc7e170","1c4c26b9-981f-47cf-b0f4-769e788d9537","Binding Negotiation","{1}{B}","Sorcery","Target opponent reveals their hand. You may choose a nonland card from it. If you do, they discard it. Otherwise, you may put a face-up exiled card they own into their graveyard.","","normal","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","result_continuation","public_exile_move","Optional public-hand discard works; choice-result branch and owner-selected exile-to-graveyard missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/otj/78/binding-negotiation?utm_source=api","https://api.scryfall.com/cards/1c4c26b9-981f-47cf-b0f4-769e788d9537/rulings"
"288","OTJ-uncommon","18","2b7e8589011b7a86f15ac3a3334324b3fbeeffe49a67839a17479791cc27c171","c0535854-e4e7-43e4-bc5c-7cc95fb17929","c2245f36-2138-4f01-9b70-151137a5ac59","Shepherd of the Clouds","{4}{W}","Creature — Pegasus","Flying, vigilance
When this creature enters, return target permanent card with mana value 3 or less from your graveyard to your hand. Return that card to the battlefield instead if you control a Mount.","Flying; Vigilance","normal","4","3","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","target_predicate","result_continuation","Flying/vigilance work; graveyard MV bound and conditional destination missing.","tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs;tricerules/tricerules-core/src/engine/legal_actions.rs;tricerules/tricerules-core/src/engine/targeting.rs","https://scryfall.com/card/otj/28/shepherd-of-the-clouds?utm_source=api","https://api.scryfall.com/cards/c2245f36-2138-4f01-9b70-151137a5ac59/rulings"
"289","OTJ-uncommon","19","36f20941f9c8c6435ff308986b1f904d1310e4c562b000c6d7737be90d855740","70bea459-f6e9-411a-bd33-339bf95ea47a","34071884-c5b6-42c0-9eb3-9f32910c29d8","Marauding Sphinx","{3}{U}{U}","Creature — Sphinx Rogue","Flying, vigilance, ward {2}
Whenever you commit a crime, surveil 2. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)","Flying; Surveil; Vigilance; Ward","normal","3","5","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","crime","trigger_budget","Flying/vigilance/ward work; crime observer and turn cap missing.","tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-core/src/engine/casting.rs;tricerules/tricerules-core/src/engine/history.rs;tricerules/tricerules-core/src/engine/targeting.rs;tricerules/tricerules-core/src/engine/triggers.rs;tricerules/tricerules-core/src/state.rs","https://scryfall.com/card/otj/56/marauding-sphinx?utm_source=api","https://api.scryfall.com/cards/34071884-c5b6-42c0-9eb3-9f32910c29d8/rulings"
"290","OTJ-uncommon","20","381b6e29faf053efde39761983f1f2aa5c2af38617adbbcf4cfd2a130a2ce44c","b00f316d-7c82-40e6-80e5-9f36434590a3","8925279f-c16a-43b4-b791-ce450157275b","Bounding Felidar","{5}{W}","Creature — Cat Beast Mount","Whenever this creature attacks while saddled, put a +1/+1 counter on each other creature you control. You gain 1 life for each of those creatures.
Saddle 2 (Tap any number of other creatures you control with total power 2 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)","Saddle","normal","4","7","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","saddle","counter_cohort","Saddle and other-creature counter cohort missing; life count itself is supported.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/otj/5/bounding-felidar?utm_source=api","https://api.scryfall.com/cards/8925279f-c16a-43b4-b791-ce450157275b/rulings"
"291","OTJ-uncommon","21","3b35d6a216e8d0f90c8eee001695f97775b568d219f0c32c0cd4985d2968e4ad","7402d98f-6d58-4ff2-a0db-9eec4417a75f","26c36742-456f-4618-99bc-793ef20b31b0","Bovine Intervention","{1}{W}","Instant","Destroy target artifact or creature. Its controller creates a 2/2 white Ox creature token.","","normal","","","[]","full_now","composable_ron","Data","","","Artifact/creature destruction then ControllerOfTargetGroup fixed Ox token.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/otj/6/bovine-intervention?utm_source=api","https://api.scryfall.com/cards/26c36742-456f-4618-99bc-793ef20b31b0/rulings"
"292","OTJ-uncommon","22","44dc05423229357013ab7e6f6f6d78e8bdbcd04b61a0821b2c5a611b244d3980","855a2579-8f78-46ce-a3a8-eddc808bd7b4","c9458f0f-5593-4ac9-934c-e215ef8093a7","Outcaster Greenblade","{2}{G}","Creature — Human Mercenary","When this creature enters, search your library for a basic land card or a Desert card, reveal it, put it into your hand, then shuffle.
This creature gets +1/+1 for each Desert you control.","","normal","1","2","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","quantity","","Basic-land/Desert search works; continuous Desert-count self pump missing.","tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-core/src/engine/history.rs","https://scryfall.com/card/otj/172/outcaster-greenblade?utm_source=api","https://api.scryfall.com/cards/c9458f0f-5593-4ac9-934c-e215ef8093a7/rulings"
"293","OTJ-uncommon","23","4551a31e90855842776768f02ed45cea038db60b79b09f7685a71872dae9eb18","c68c2a98-9a6d-4199-af3a-78eb92beda48","cc598338-eeba-4815-a0a6-ff2dc09790d2","Luxurious Locomotive","{5}","Artifact — Vehicle","Whenever this Vehicle attacks, create a Treasure token for each creature that crewed it this turn. (They're artifacts with ""{T}, Sacrifice this token: Add one mana of any color."")
Crew 1. Activate only once each turn. (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)","Treasure; Crew","normal","6","5","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","crew","","Crew action and contributor history missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/otj/244/luxurious-locomotive?utm_source=api","https://api.scryfall.com/cards/cc598338-eeba-4815-a0a6-ff2dc09790d2/rulings"
"294","OTJ-uncommon","24","45bcfdf9f222c15b33c2e9eb5542488713107a450a20bb94bc6aa33d7db45bd9","0b23d9aa-d4ed-4ccf-8810-4a4d11d6fb9c","0c35a0d3-12f7-46f3-a6b3-02a490d45ca0","Lively Dirge","{1}{B}","Sorcery","Spree (Choose one or more additional costs.)
+ {1} — Search your library for a card, put it into your graveyard, then shuffle.
+ {2} — Return up to two creature cards with total mana value 4 or less from your graveyard to the battlefield.","Spree","normal","","","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","spree","library_algorithm;graveyard_budget","Spree, graveyard search destination and total-MV reanimation budget missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/otj/93/lively-dirge?utm_source=api","https://api.scryfall.com/cards/0c35a0d3-12f7-46f3-a6b3-02a490d45ca0/rulings"
"295","OTJ-uncommon","25","4d18ad89c316141ef0d9621b99ab594303aa5a9cb327fa366517fbbc9c714917","3ca32660-bf5f-4398-bef6-a0ec8bc767cf","6fc27b30-8c8e-434c-a72c-e1d409efc1ae","Doc Aurlock, Grizzled Genius","{G}{U}","Legendary Creature — Bear Druid","Spells you cast from your graveyard or from exile cost {2} less to cast.
Plotting cards from your hand costs {2} less.","","normal","2","3","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","spell_origin_reduction","plot","Origin-zone cost reduction and Plot reduction missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/otj/201/doc-aurlock-grizzled-genius?utm_source=api","https://api.scryfall.com/cards/6fc27b30-8c8e-434c-a72c-e1d409efc1ae/rulings"
"296","OTJ-uncommon","26","518762852f36af6d3ff11e9e63294da077bab63dbbe0b8d0ba82ea07e1e1fd2c","5538d4cf-98eb-4e20-a9c1-42c7cdcad194","9a88e233-f09c-49e7-b1e3-386fba851fdf","Rattleback Apothecary","{2}{B}","Creature — Gorgon Warlock","Deathtouch
Whenever you commit a crime, target creature you control gains your choice of menace or lifelink until end of turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)","Deathtouch","normal","3","2","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","crime","","Deathtouch and keyword choice effects work; crime observer missing.","tricerules/tricerules-core/src/engine/casting.rs;tricerules/tricerules-core/src/engine/history.rs;tricerules/tricerules-core/src/engine/targeting.rs;tricerules/tricerules-core/src/engine/triggers.rs","https://scryfall.com/card/otj/100/rattleback-apothecary?utm_source=api","https://api.scryfall.com/cards/9a88e233-f09c-49e7-b1e3-386fba851fdf/rulings"
"297","OTJ-uncommon","27","533d57d45fbeb3cac778f2c2baa005e3a502ca85c6d7a00232a987a8027da31e","4b100e6f-6c19-49d2-b9c4-613d63d42151","19d1e75f-0fee-4e07-9420-df771b696e85","Rambling Possum","{2}{G}","Creature — Possum Mount","Whenever this creature attacks while saddled, it gets +1/+2 until end of turn. Then you may return any number of creatures that saddled it this turn to their owner's hand.
Saddle 1 (Tap any number of other creatures you control with total power 1 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)","Saddle","normal","3","3","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","saddle","result_continuation","Saddle action and generation-bound contributor return choice missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/otj/176/rambling-possum?utm_source=api","https://api.scryfall.com/cards/19d1e75f-0fee-4e07-9420-df771b696e85/rulings"
"298","OTJ-uncommon","28","541934ccecdfdb3928be31f2efe01da8b0c02a8b083daee46644609bdc38712b","9fda1239-97ca-41f0-8bfa-040484769396","ba9584f0-55b8-448d-99a7-041934053f42","Outlaw Stitcher","{3}{U}","Creature — Human Warlock","When this creature enters, create a 2/2 blue and black Zombie Rogue creature token, then put two +1/+1 counters on that token for each spell you've cast this turn other than the first.
Plot {4}{U} (You may pay {4}{U} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)","Plot","normal","1","4","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","plot","spell_history;result_continuation;dynamic_counters","Fixed Zombie ETB works; Plot and spell-count counters on new token missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs;tricerules/tricerules-core/src/engine/casting.rs;tricerules/tricerules-core/src/engine/history.rs","https://scryfall.com/card/otj/59/outlaw-stitcher?utm_source=api","https://api.scryfall.com/cards/ba9584f0-55b8-448d-99a7-041934053f42/rulings"
"299","OTJ-uncommon","29","555f58495f3ae4b3c718f0eb306cf760967dd1f55f585ce772f12dc6b9b25b3f","d37e0127-6f68-438e-8b9e-a71bb3c34733","1679f74d-00f8-436c-9f8c-aa3f843a546c","Forsaken Miner","{B}","Creature — Skeleton Rogue","This creature can't block.
Whenever you commit a crime, you may pay {B}. If you do, return this card from your graveyard to the battlefield. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)","","normal","2","2","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","crime","graveyard_trigger_source","Cannot-block body alone not useful; graveyard-active crime return trigger missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs;tricerules/tricerules-core/src/engine/casting.rs;tricerules/tricerules-core/src/engine/history.rs;tricerules/tricerules-core/src/engine/targeting.rs;tricerules/tricerules-core/src/engine/triggers.rs","https://scryfall.com/card/otj/88/forsaken-miner?utm_source=api","https://api.scryfall.com/cards/1679f74d-00f8-436c-9f8c-aa3f843a546c/rulings"
"300","OTJ-uncommon","30","57b2de8fa8bdcb228c3831c0759384c57806c3e947d7392f50509f6198151fee","19a32e29-45ec-433e-9cb4-b2c32cac8f80","073b9ae8-8ac3-4824-aec4-84a80531aa23","Beastbond Outcaster","{2}{G}","Creature — Human Druid","When this creature enters, if you control a creature with power 4 or greater, draw a card.
Plot {1}{G} (You may pay {1}{G} and exile this card from your hand. Cast it as a sorcery on a later turn without paying its mana cost. Plot only as a sorcery.)","Plot","normal","3","3","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","plot","","Power-threshold ETB draw works; Plot missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/otj/154/beastbond-outcaster?utm_source=api","https://api.scryfall.com/cards/073b9ae8-8ac3-4824-aec4-84a80531aa23/rulings"
"301","BLB-common","1","003f4e2e1cadd988350ca9f8ba957e4bc0c5a4f82194ab07df2a7513a4fd0094","7b89b7d2-c724-4d5d-9f0b-7d3302ad1168","7dd9946b-515e-4e0d-9da2-711e126e9fa6","Agate Assault","{2}{R}","Sorcery","Choose one —
• Agate Assault deals 4 damage to target creature. If that creature would die this turn, exile it instead.
• Exile target artifact.","","normal","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","permanent_exile","","Damage/death-exile-replacement mode works; standalone ExileTarget is creature-only, not artifact-filtered.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/122/agate-assault?utm_source=api","https://api.scryfall.com/cards/7dd9946b-515e-4e0d-9da2-711e126e9fa6/rulings"
"302","BLB-common","2","02b12be6b63eb0c8f8ad1d4fdb745ff09a1055e2e0f284cedc8d19816d94139c","5ded56df-c7d5-4043-85df-410f47219faa","c911a759-ed7b-452b-88a3-663478357610","Corpseberry Cultivator","{1}{B/G}{B/G}","Creature — Squirrel Warlock","At the beginning of combat on your turn, you may forage. (Exile three cards from your graveyard or sacrifice a Food.)
Whenever you forage, put a +1/+1 counter on this creature.","Forage","normal","2","3","[]","blocked","capability_gap","SharedPrimitiveOrMechanic","forage","","Alternative graveyard/Food cost and completed Forage observer missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/blb/210/corpseberry-cultivator?utm_source=api","https://api.scryfall.com/cards/c911a759-ed7b-452b-88a3-663478357610/rulings"
