"sample_id","stratum","stratum_rank","selection_hash","oracle_id","name","mana_cost","type_line","oracle_text","keywords","classification","implementation_family","recommended_tier","primary_gap","secondary_gaps","rationale","scryfall_uri"
"169","TDM","49","78224b080a143eb5b0a8ce82ba8ee4508c9ba763318c1813827bf04b1df8be59","23cda76b-6e47-4922-a38d-93f7aae1eb00","Dirgur Island Dragon // Skimming Strike","{5}{U} // {1}{U}","Creature — Dragon // Instant — Omen","Dirgur Island Dragon: Flying
Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
---
Skimming Strike: Tap up to one target creature. Draw a card. (Then shuffle this card into its owner's library.)","Flying; Ward","blocked","","system","omen","ward","The Omen lifecycle and Ward are both absent.","https://scryfall.com/card/tdm/40/dirgur-island-dragon-skimming-strike?utm_source=api"
"170","TDM","50","7ac26930a73a36822bc9ff8b3699e2398dbcabafb926d724a961f1ab68ea1d8d","0a427652-9745-4802-8c8f-5ae29a29b496","Champion of Dusan","{2}{G}","Creature — Human Warrior","Trample
Renew — {1}{G}, Exile this card from your graveyard: Put a +1/+1 counter and a trample counter on target creature. Activate only as a sorcery.","Renew; Trample","blocked","","system","graveyard_activated_ability","","Renew requires activation from the graveyard and exiling the source card as a cost.","https://scryfall.com/card/tdm/137/champion-of-dusan?utm_source=api"
"171","TDM","51","80557d85f596bb62ab71e9c113bf07169d439234612b5b7bd46be5a6c81394f4","889d26d6-9e6c-4cc0-8e8e-dd932f705a20","Temur Tawnyback","{2/G}{2/U}{2/R}","Creature — Beast","When this creature enters, draw a card, then discard a card.","","full_now","draw_and_discard","data","","","All functional Oracle clauses compose from the current draw and discard vocabulary.","https://scryfall.com/card/tdm/229/temur-tawnyback?utm_source=api"
"172","TDM","52","81c223182e9f9029a5f657b0be555675f856bd6114b773c8e283d2dcf1493321","24ee57b5-a505-4264-97ca-8b8dfb12298e","Mardu Devotee","{W}","Creature — Human Scout","When this creature enters, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)
{1}: Add {R}, {W}, or {B}. Activate only once each turn.","Scry","partial_now","","primitive","once_per_turn_activation","","The ETB scry works, but the mana ability cannot enforce its once-each-turn activation limit.","https://scryfall.com/card/tdm/16/mardu-devotee?utm_source=api"
"173","TDM","53","8bb3a916a1d4cb21ebf7184c9ae75dc2746bf068527aaa6ad6e8013ff932c855","82aa1402-4b1c-4343-aba5-dd3271cc1ac5","Molten Exhale","{1}{R}","Sorcery","You may cast this spell as though it had flash if you behold a Dragon as an additional cost to cast it. (To behold a Dragon, choose a Dragon you control or reveal a Dragon card from your hand.)
Molten Exhale deals 4 damage to target creature or planeswalker.","Behold","partial_now","","system","behold","planeswalker_targets","Creature damage works, but behold-as-an-additional-cost casting permission and planeswalker targets do not.","https://scryfall.com/card/tdm/113/molten-exhale?utm_source=api"
"174","TDM","54","8c924818d1eb2225cbc7c056bf39dd9605c10861ede78b8f364fc526cb74bb59","601b7481-19fc-4779-950e-883a9a22aec3","Lightfoot Technique","{1}{W}","Instant","Put a +1/+1 counter on target creature. It gains flying and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)","","full_now","temporary_abilities","data","","","All functional Oracle clauses compose from the current temporary abilities vocabulary.","https://scryfall.com/card/tdm/14/lightfoot-technique?utm_source=api"
"175","TDM","55","8e095e66c07b3a0a756dcc8e44ff609733234d72e18b5bc5aa75242a897496eb","970dc070-3668-4584-9904-2897b27bb806","Twin Bolt","{1}{R}","Instant","Twin Bolt deals 2 damage divided as you choose among one or two targets.","","partial_now","","system","planeswalker_targets","","Divided damage across one or two creature/player targets works, but planeswalkers are absent.","https://scryfall.com/card/tdm/128/twin-bolt?utm_source=api"
"176","TDM","56","8fa853d547d0d1507f780952f395d79942ef577b010e4caf80d74e0885ca1aa7","b772d35a-d365-47ce-b1dd-a2ba574c74ea","Summit Intimidator","{3}{R}","Creature — Yeti","Reach
When this creature enters, target creature can't block this turn.","Reach","full_now","simple_triggered_creatures","data","","","All functional Oracle clauses compose from the current simple triggered creatures vocabulary.","https://scryfall.com/card/tdm/125/summit-intimidator?utm_source=api"
"177","TDM","57","909634e4de870f782ba30593fefa0be220a9fbd5116ad3328901aa872da16074","dd3a4b64-0987-4e9b-a18d-c54365438857","Dispelling Exhale","{1}{U}","Instant","As an additional cost to cast this spell, you may behold a Dragon. (You may choose a Dragon you control or reveal a Dragon card from your hand.)
Counter target spell unless its controller pays {2}. If a Dragon was beheld, counter that spell unless its controller pays {4} instead.","Behold","partial_now","","system","behold","","The ordinary pay-two soft counter works, but behold cannot replace it with the pay-four branch.","https://scryfall.com/card/tdm/41/dispelling-exhale?utm_source=api"
"178","TDM","58","92924fd7739b993795cb9a2f1de729be86c6e5e739670377f07d79f73e8cfc44","3740b86d-b0e6-4837-b408-e7f62b95c787","Underfoot Underdogs","{2}{R}","Creature — Goblin Warrior","When this creature enters, create a 1/1 red Goblin creature token.
{1}, {T}: Target creature you control with power 2 or less can't be blocked this turn.","","full_now","simple_triggered_creatures","data","","","All functional Oracle clauses compose from the current simple triggered creatures vocabulary.","https://scryfall.com/card/tdm/129/underfoot-underdogs?utm_source=api"
"179","TDM","59","9589c78e7db42fa798eef8edc61c25bcfd9fe8d98ae2689ecb9ffd12d1ebe95c","75da657e-0e36-4f2a-9b81-b7eba7d8e050","Unburied Earthcarver","{1}{B}","Creature — Human Warrior","{2}, Sacrifice another creature: Put a +1/+1 counter on this creature.","","blocked","","primitive","sacrifice_cost_exclude_source","","Composite activated costs exist, but a sacrifice cost cannot require another creature and exclude its source.","https://scryfall.com/card/tdm/95/unburied-earthcarver?utm_source=api"
"180","TDM","60","96de851867a1835e8e045cc4883562a29df5344663e2dc84d4eb2718b64ee5c4","6dcdd313-6df7-4d44-a4cb-0346a4fdb4e1","Jeskai Devotee","{1}{R}","Creature — Orc Monk","Flurry — Whenever you cast your second spell each turn, this creature gets +1/+1 until end of turn.
{1}: Add {U}, {R}, or {W}. Activate only once each turn.","Flurry","blocked","","system","turn_indexed_spell_trigger","once_per_turn_activation","Flurry needs a second-spell trigger, and the mana ability needs an activation limit.","https://scryfall.com/card/tdm/110/jeskai-devotee?utm_source=api"
